                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.87215,                0.48471,                0.99643,                0.99798,                      1,                  0.995,                0.82406,                0.70815,                0.37264,                0.89941,                0.00101,                0.00101,                0.00101
                    153,                0.81422,                0.48238,                0.96484,                0.99798,                      1,                  0.995,                0.82406,                0.70815,                0.37264,                0.89941,              0.0010034,              0.0010034,              0.0010034
                    154,                0.81729,                0.43576,                0.93806,                0.99833,                      1,                  0.995,                0.83064,                0.70475,                0.37277,                 0.9001,              0.0009968,              0.0009968,              0.0009968
                    155,                0.84343,                0.43015,                0.94882,                0.99833,                      1,                  0.995,                0.83064,                0.70475,                0.37277,                 0.9001,              0.0009902,              0.0009902,              0.0009902
                    156,                 0.7985,                0.42704,                0.93267,                0.99842,                      1,                  0.995,                0.83294,                0.68527,                  0.367,                0.89777,              0.0009836,              0.0009836,              0.0009836
                    157,                0.82908,                0.47412,                0.92415,                0.99842,                      1,                  0.995,                0.83294,                0.68527,                  0.367,                0.89777,               0.000977,               0.000977,               0.000977
                    158,                 0.8185,                0.45714,                0.91417,                 0.9985,                      1,                  0.995,                0.84493,                0.66853,                0.36321,                0.89413,              0.0009704,              0.0009704,              0.0009704
                    159,                0.79136,                0.45214,                0.93974,                 0.9985,                      1,                  0.995,                0.84493,                0.66853,                0.36321,                0.89413,              0.0009638,              0.0009638,              0.0009638
                    160,                0.75254,                0.45357,                0.91072,                0.99847,                      1,                  0.995,                0.83447,                0.68769,                0.36843,                0.89741,              0.0009572,              0.0009572,              0.0009572
                    161,                0.78953,                0.42914,                0.94692,                0.99847,                      1,                  0.995,                0.83447,                0.68769,                0.36843,                0.89741,              0.0009506,              0.0009506,              0.0009506
                    162,                0.75456,                0.42019,                 0.9801,                0.99837,                      1,                  0.995,                0.83588,                0.69999,                0.38213,                0.89961,               0.000944,               0.000944,               0.000944
                    163,                0.71271,                 0.4442,                0.90827,                0.99837,                      1,                  0.995,                0.83588,                0.69999,                0.38213,                0.89961,              0.0009374,              0.0009374,              0.0009374
                    164,                0.75399,                0.43398,                0.90485,                0.99824,                      1,                  0.995,                 0.8394,                0.69659,                0.37716,                0.89907,              0.0009308,              0.0009308,              0.0009308
                    165,                0.76029,                0.42496,                0.90932,                0.99824,                      1,                  0.995,                 0.8394,                0.69659,                0.37716,                0.89907,              0.0009242,              0.0009242,              0.0009242
                    166,                0.74256,                0.42618,                0.88915,                0.99818,                      1,                  0.995,                0.84363,                0.67562,                0.37041,                0.89458,              0.0009176,              0.0009176,              0.0009176
                    167,                0.76168,                0.44222,                0.89973,                0.99818,                      1,                  0.995,                0.84363,                0.67562,                0.37041,                0.89458,               0.000911,               0.000911,               0.000911
                    168,                 0.7887,                0.45205,                0.91971,                0.99823,                      1,                  0.995,                0.84366,                0.67519,                0.36552,                0.89526,              0.0009044,              0.0009044,              0.0009044
                    169,                0.73604,                0.42468,                0.89506,                0.99823,                      1,                  0.995,                0.84366,                0.67519,                0.36552,                0.89526,              0.0008978,              0.0008978,              0.0008978
                    170,                0.75245,                0.42876,                0.92819,                 0.9983,                      1,                  0.995,                 0.8433,                0.66468,                0.35877,                0.89412,              0.0008912,              0.0008912,              0.0008912
                    171,                0.78655,                0.46036,                0.91675,                 0.9983,                      1,                  0.995,                 0.8433,                0.66468,                0.35877,                0.89412,              0.0008846,              0.0008846,              0.0008846
                    172,                0.69719,                 0.4039,                0.88946,                 0.9983,                      1,                  0.995,                0.85426,                0.63232,                0.35298,                0.88617,               0.000878,               0.000878,               0.000878
                    173,                0.66262,                0.41122,                 0.8725,                 0.9983,                      1,                  0.995,                0.85426,                0.63232,                0.35298,                0.88617,              0.0008714,              0.0008714,              0.0008714
                    174,                0.74674,                0.42039,                0.90383,                0.99828,                      1,                  0.995,                0.86269,                0.60939,                0.35384,                 0.8822,              0.0008648,              0.0008648,              0.0008648
                    175,                0.72036,                 0.4121,                0.92308,                0.99828,                      1,                  0.995,                0.86269,                0.60939,                0.35384,                 0.8822,              0.0008582,              0.0008582,              0.0008582
                    176,                0.74953,                0.42276,                0.94911,                0.99827,                      1,                  0.995,                0.86631,                 0.6046,                0.35278,                0.88386,              0.0008516,              0.0008516,              0.0008516
                    177,                 0.7113,                0.41381,                0.92427,                0.99827,                      1,                  0.995,                0.86631,                 0.6046,                0.35278,                0.88386,               0.000845,               0.000845,               0.000845
                    178,                0.73329,                0.41067,                0.95062,                0.99826,                      1,                  0.995,                0.87331,                0.59499,                0.34725,                0.88264,              0.0008384,              0.0008384,              0.0008384
                    179,                0.75223,                 0.4291,                0.91237,                0.99826,                      1,                  0.995,                0.87331,                0.59499,                0.34725,                0.88264,              0.0008318,              0.0008318,              0.0008318
                    180,                0.80367,                0.45968,                0.90978,                0.99831,                      1,                  0.995,                0.87236,                0.59909,                0.34168,                 0.8802,              0.0008252,              0.0008252,              0.0008252
                    181,                0.76049,                0.42901,                0.92904,                0.99831,                      1,                  0.995,                0.87236,                0.59909,                0.34168,                 0.8802,              0.0008186,              0.0008186,              0.0008186
                    182,                0.82616,                0.45313,                0.97183,                0.99829,                      1,                  0.995,                0.86128,                0.61133,                0.34116,                0.87968,               0.000812,               0.000812,               0.000812
                    183,                0.73317,                0.42021,                0.92142,                0.99829,                      1,                  0.995,                0.86128,                0.61133,                0.34116,                0.87968,              0.0008054,              0.0008054,              0.0008054
                    184,                0.70975,                0.41358,                0.91084,                0.99831,                      1,                  0.995,                0.85558,                0.63265,                0.34818,                0.88102,              0.0007988,              0.0007988,              0.0007988
                    185,                0.75405,                0.42854,                0.94074,                0.99831,                      1,                  0.995,                0.85558,                0.63265,                0.34818,                0.88102,              0.0007922,              0.0007922,              0.0007922
                    186,                0.71004,                0.40787,                0.90907,                0.99836,                      1,                  0.995,                0.84814,                0.63495,                 0.3502,                0.88044,              0.0007856,              0.0007856,              0.0007856
                    187,                0.77996,                0.42202,                0.91644,                0.99836,                      1,                  0.995,                0.84814,                0.63495,                 0.3502,                0.88044,               0.000779,               0.000779,               0.000779
                    188,                0.69187,                0.39965,                0.92189,                0.99833,                      1,                  0.995,                0.85826,                0.62511,                0.34438,                0.87738,              0.0007724,              0.0007724,              0.0007724
                    189,                0.66871,                0.40089,                0.90045,                0.99833,                      1,                  0.995,                0.85826,                0.62511,                0.34438,                0.87738,              0.0007658,              0.0007658,              0.0007658
                    190,                0.73162,                0.42646,                0.92028,                0.99831,                      1,                  0.995,                0.85923,                0.61219,                0.34448,                0.87453,              0.0007592,              0.0007592,              0.0007592
                    191,                0.72764,                0.43432,                0.89007,                0.99831,                      1,                  0.995,                0.85923,                0.61219,                0.34448,                0.87453,              0.0007526,              0.0007526,              0.0007526
                    192,                0.68078,                0.39542,                0.90747,                0.99838,                      1,                  0.995,                0.86268,                0.60225,                0.34027,                0.87302,               0.000746,               0.000746,               0.000746
                    193,                0.72732,                0.40333,                0.92446,                0.99838,                      1,                  0.995,                0.86268,                0.60225,                0.34027,                0.87302,              0.0007394,              0.0007394,              0.0007394
                    194,                0.71261,                0.41665,                0.91221,                0.99833,                      1,                  0.995,                0.87799,                0.58771,                0.33798,                0.87166,              0.0007328,              0.0007328,              0.0007328
                    195,                0.73417,                 0.4112,                 0.9156,                0.99833,                      1,                  0.995,                0.87799,                0.58771,                0.33798,                0.87166,              0.0007262,              0.0007262,              0.0007262
                    196,                0.75114,                0.42878,                 0.9267,                0.99834,                      1,                  0.995,                0.87542,                0.57329,                0.33844,                0.86999,              0.0007196,              0.0007196,              0.0007196
                    197,                0.71341,                0.41091,                0.91617,                0.99834,                      1,                  0.995,                0.87542,                0.57329,                0.33844,                0.86999,               0.000713,               0.000713,               0.000713
                    198,                0.65926,                0.38313,                0.89771,                0.99836,                      1,                  0.995,                0.87701,                0.57959,                0.33736,                0.86936,              0.0007064,              0.0007064,              0.0007064
                    199,                 0.7002,                0.39654,                0.93476,                0.99836,                      1,                  0.995,                0.87701,                0.57959,                0.33736,                0.86936,              0.0006998,              0.0006998,              0.0006998
                    200,                0.67326,                0.40416,                0.86693,                0.99841,                      1,                  0.995,                0.87477,                0.59859,                0.34083,                0.87201,              0.0006932,              0.0006932,              0.0006932
                    201,                0.73822,                 0.4104,                0.91892,                0.99841,                      1,                  0.995,                0.87477,                0.59859,                0.34083,                0.87201,              0.0006866,              0.0006866,              0.0006866
                    202,                0.73919,                0.41833,                0.91259,                 0.9984,                      1,                  0.995,                0.86314,                0.62209,                0.33766,                0.87813,                0.00068,                0.00068,                0.00068
                    203,                0.79069,                0.43006,                0.92967,                 0.9984,                      1,                  0.995,                0.86314,                0.62209,                0.33766,                0.87813,              0.0006734,              0.0006734,              0.0006734
                    204,                0.76537,                0.42101,                0.95893,                0.99836,                      1,                  0.995,                0.87094,                0.60959,                0.32927,                0.87502,              0.0006668,              0.0006668,              0.0006668
                    205,                 0.7968,                0.45575,                0.94251,                0.99836,                      1,                  0.995,                0.87094,                0.60959,                0.32927,                0.87502,              0.0006602,              0.0006602,              0.0006602
                    206,                0.71599,                0.39194,                0.90897,                0.99833,                      1,                  0.995,                0.88297,                0.57035,                0.31118,                0.86616,              0.0006536,              0.0006536,              0.0006536
                    207,                0.71828,                0.38267,                0.92201,                0.99833,                      1,                  0.995,                0.88297,                0.57035,                0.31118,                0.86616,               0.000647,               0.000647,               0.000647
                    208,                 0.6756,                0.39205,                0.91133,                0.99836,                      1,                  0.995,                0.89143,                0.54184,                0.30806,                0.86062,              0.0006404,              0.0006404,              0.0006404
                    209,                0.69956,                0.39547,                 0.8925,                0.99836,                      1,                  0.995,                0.89143,                0.54184,                0.30806,                0.86062,              0.0006338,              0.0006338,              0.0006338
                    210,                0.72451,                0.40344,                0.91293,                0.99839,                      1,                  0.995,                0.88134,                0.55283,                0.31015,                0.86045,              0.0006272,              0.0006272,              0.0006272
                    211,                0.74273,                0.40875,                0.88494,                0.99839,                      1,                  0.995,                0.88134,                0.55283,                0.31015,                0.86045,              0.0006206,              0.0006206,              0.0006206
                    212,                0.67288,                0.38212,                0.88612,                0.99841,                      1,                  0.995,                0.88065,                0.57993,                0.31363,                0.86316,               0.000614,               0.000614,               0.000614
                    213,                0.70406,                0.39427,                0.89188,                0.99841,                      1,                  0.995,                0.88065,                0.57993,                0.31363,                0.86316,              0.0006074,              0.0006074,              0.0006074
                    214,                0.72092,                0.41555,                0.90679,                0.99838,                      1,                  0.995,                 0.8743,                0.57958,                0.31606,                0.86348,              0.0006008,              0.0006008,              0.0006008
                    215,                0.70563,                0.38511,                0.87928,                0.99838,                      1,                  0.995,                 0.8743,                0.57958,                0.31606,                0.86348,              0.0005942,              0.0005942,              0.0005942
                    216,                0.67956,                0.39745,                0.90191,                 0.9984,                      1,                  0.995,                0.87118,                0.56865,                0.31425,                0.86083,              0.0005876,              0.0005876,              0.0005876
                    217,                0.67756,                0.40738,                0.89069,                 0.9984,                      1,                  0.995,                0.87118,                0.56865,                0.31425,                0.86083,               0.000581,               0.000581,               0.000581
                    218,                  0.645,                0.38102,                0.88755,                0.99838,                      1,                  0.995,                0.86786,                0.56404,                0.31831,                0.86052,              0.0005744,              0.0005744,              0.0005744
                    219,                 0.7377,                 0.4206,                0.91633,                0.99838,                      1,                  0.995,                0.86786,                0.56404,                0.31831,                0.86052,              0.0005678,              0.0005678,              0.0005678
                    220,                 0.6919,                0.37802,                0.93675,                0.99843,                      1,                  0.995,                0.88047,                0.55892,                0.32119,                0.86075,              0.0005612,              0.0005612,              0.0005612
                    221,                  0.681,                0.40967,                 0.8796,                0.99843,                      1,                  0.995,                0.88047,                0.55892,                0.32119,                0.86075,              0.0005546,              0.0005546,              0.0005546
                    222,                 0.6788,                0.38649,                0.89222,                0.99847,                      1,                  0.995,                 0.8768,                0.56001,                 0.3162,                0.86321,               0.000548,               0.000548,               0.000548
                    223,                0.68347,                0.38579,                0.89656,                0.99847,                      1,                  0.995,                 0.8768,                0.56001,                 0.3162,                0.86321,              0.0005414,              0.0005414,              0.0005414
                    224,                0.68051,                0.38108,                 0.9125,                0.99841,                      1,                  0.995,                0.87993,                0.56039,                0.32236,                0.86495,              0.0005348,              0.0005348,              0.0005348
                    225,                0.73057,                0.39877,                0.89254,                0.99841,                      1,                  0.995,                0.87993,                0.56039,                0.32236,                0.86495,              0.0005282,              0.0005282,              0.0005282
                    226,                0.72005,                0.39744,                0.88578,                0.99829,                      1,                  0.995,                0.88525,                0.56451,                0.31336,                 0.8641,              0.0005216,              0.0005216,              0.0005216
                    227,                0.71401,                0.40288,                0.91454,                0.99829,                      1,                  0.995,                0.88525,                0.56451,                0.31336,                 0.8641,               0.000515,               0.000515,               0.000515
                    228,                0.68561,                0.37817,                0.92361,                0.99826,                      1,                  0.995,                0.88176,                0.56595,                0.31476,                0.86226,              0.0005084,              0.0005084,              0.0005084
                    229,                0.66244,                0.40287,                0.90078,                0.99826,                      1,                  0.995,                0.88176,                0.56595,                0.31476,                0.86226,              0.0005018,              0.0005018,              0.0005018
                    230,                 0.6916,                  0.392,                0.89037,                0.99834,                      1,                  0.995,                0.87749,                 0.5701,                 0.3183,                0.86122,              0.0004952,              0.0004952,              0.0004952
                    231,                0.74153,                0.38272,                0.91486,                0.99834,                      1,                  0.995,                0.87749,                 0.5701,                 0.3183,                0.86122,              0.0004886,              0.0004886,              0.0004886
                    232,                0.64901,                0.39004,                0.88926,                0.99834,                      1,                  0.995,                0.88328,                0.57201,                0.31703,                0.85971,               0.000482,               0.000482,               0.000482
                    233,                0.65955,                0.36776,                 0.9147,                0.99834,                      1,                  0.995,                0.88328,                0.57201,                0.31703,                0.85971,              0.0004754,              0.0004754,              0.0004754
                    234,                0.75165,                0.40422,                0.90462,                0.99832,                      1,                  0.995,                  0.882,                0.55828,                0.30967,                0.85744,              0.0004688,              0.0004688,              0.0004688
                    235,                0.65067,                0.39642,                0.89895,                0.99832,                      1,                  0.995,                  0.882,                0.55828,                0.30967,                0.85744,              0.0004622,              0.0004622,              0.0004622
                    236,                0.67103,                0.38654,                0.89362,                0.99837,                      1,                  0.995,                0.88716,                0.54603,                0.31021,                0.85705,              0.0004556,              0.0004556,              0.0004556
                    237,                0.64747,                0.41292,                0.89928,                0.99837,                      1,                  0.995,                0.88716,                0.54603,                0.31021,                0.85705,               0.000449,               0.000449,               0.000449
                    238,                0.64928,                 0.3841,                0.86947,                0.99843,                      1,                  0.995,                0.88814,                0.53986,                0.30887,                0.85734,              0.0004424,              0.0004424,              0.0004424
                    239,                0.65306,                0.37863,                0.90951,                0.99843,                      1,                  0.995,                0.88814,                0.53986,                0.30887,                0.85734,              0.0004358,              0.0004358,              0.0004358
                    240,                0.69214,                0.38907,                0.90104,                0.99851,                      1,                  0.995,                  0.891,                0.54521,                0.30804,                0.85934,              0.0004292,              0.0004292,              0.0004292
                    241,                0.61392,                0.35872,                0.86573,                0.99851,                      1,                  0.995,                  0.891,                0.54521,                0.30804,                0.85934,              0.0004226,              0.0004226,              0.0004226
                    242,                0.69121,                 0.4076,                0.90511,                0.99854,                      1,                  0.995,                0.88685,                0.55555,                0.30887,                0.86026,               0.000416,               0.000416,               0.000416
                    243,                0.71682,                0.40492,                0.90107,                0.99854,                      1,                  0.995,                0.88685,                0.55555,                0.30887,                0.86026,              0.0004094,              0.0004094,              0.0004094
                    244,                0.65941,                0.36167,                0.93652,                0.99857,                      1,                  0.995,                0.88096,                0.55817,                0.30593,                0.86084,              0.0004028,              0.0004028,              0.0004028
                    245,                0.69923,                0.38536,                0.92937,                0.99857,                      1,                  0.995,                0.88096,                0.55817,                0.30593,                0.86084,              0.0003962,              0.0003962,              0.0003962
                    246,                0.65605,                0.41249,                0.87653,                0.99859,                      1,                  0.995,                0.88054,                0.55706,                0.30138,                0.86091,              0.0003896,              0.0003896,              0.0003896
                    247,                0.70589,                0.42323,                0.94424,                0.99859,                      1,                  0.995,                0.88054,                0.55706,                0.30138,                0.86091,               0.000383,               0.000383,               0.000383
                    248,                0.67488,                0.39629,                0.86404,                0.99862,                      1,                  0.995,                0.88017,                0.55169,                0.30047,                0.86048,              0.0003764,              0.0003764,              0.0003764
                    249,                 0.6869,                0.37563,                0.94699,                0.99862,                      1,                  0.995,                0.88017,                0.55169,                0.30047,                0.86048,              0.0003698,              0.0003698,              0.0003698
                    250,                0.71258,                0.38812,                0.91004,                0.99863,                      1,                  0.995,                0.88105,                0.54355,                 0.2976,                0.85931,              0.0003632,              0.0003632,              0.0003632
                    251,                0.66745,                0.40557,                0.92173,                0.99863,                      1,                  0.995,                0.88105,                0.54355,                 0.2976,                0.85931,              0.0003566,              0.0003566,              0.0003566
                    252,                0.69353,                 0.4025,                0.88141,                0.99866,                      1,                  0.995,                 0.8746,                0.53808,                0.29561,                0.85821,                0.00035,                0.00035,                0.00035
                    253,                0.68861,                0.39985,                0.87328,                0.99866,                      1,                  0.995,                 0.8746,                0.53808,                0.29561,                0.85821,              0.0003434,              0.0003434,              0.0003434
                    254,                0.63121,                0.39079,                0.90704,                 0.9987,                      1,                  0.995,                0.87601,                 0.5451,                0.29507,                0.85821,              0.0003368,              0.0003368,              0.0003368
                    255,                0.62229,                0.38321,                0.90551,                 0.9987,                      1,                  0.995,                0.87601,                 0.5451,                0.29507,                0.85821,              0.0003302,              0.0003302,              0.0003302
                    256,                0.67275,                0.39314,                0.90968,                0.99869,                      1,                  0.995,                0.87372,                 0.5495,                0.29527,                0.85923,              0.0003236,              0.0003236,              0.0003236
                    257,                0.67034,                 0.3931,                0.93829,                0.99869,                      1,                  0.995,                0.87372,                 0.5495,                0.29527,                0.85923,               0.000317,               0.000317,               0.000317
                    258,                0.68826,                 0.4059,                  0.919,                0.99868,                      1,                  0.995,                0.87177,                0.54563,                0.29232,                0.85897,              0.0003104,              0.0003104,              0.0003104
                    259,                0.68565,                 0.3798,                0.92188,                0.99868,                      1,                  0.995,                0.87177,                0.54563,                0.29232,                0.85897,              0.0003038,              0.0003038,              0.0003038
                    260,                0.69032,                0.38813,                0.89839,                0.99868,                      1,                  0.995,                0.87228,                0.54093,                0.29351,                0.85817,              0.0002972,              0.0002972,              0.0002972
                    261,                0.58927,                0.38537,                0.88731,                0.99868,                      1,                  0.995,                0.87228,                0.54093,                0.29351,                0.85817,              0.0002906,              0.0002906,              0.0002906
                    262,                0.62931,                 0.3738,                0.88988,                 0.9987,                      1,                  0.995,                0.87344,                0.53308,                0.29797,                0.85666,               0.000284,               0.000284,               0.000284
                    263,                0.68601,                0.40327,                0.91403,                 0.9987,                      1,                  0.995,                0.87344,                0.53308,                0.29797,                0.85666,              0.0002774,              0.0002774,              0.0002774
                    264,                0.63365,                 0.3769,                0.87206,                0.99867,                      1,                  0.995,                0.87958,                0.52896,                0.29549,                0.85556,              0.0002708,              0.0002708,              0.0002708
                    265,                0.67402,                0.37914,                0.88813,                0.99867,                      1,                  0.995,                0.87958,                0.52896,                0.29549,                0.85556,              0.0002642,              0.0002642,              0.0002642
                    266,                0.67004,                0.38626,                0.88992,                0.99866,                      1,                  0.995,                0.88363,                0.52776,                0.29306,                0.85521,              0.0002576,              0.0002576,              0.0002576
                    267,                0.63769,                0.35706,                0.87608,                0.99866,                      1,                  0.995,                0.88363,                0.52776,                0.29306,                0.85521,               0.000251,               0.000251,               0.000251
                    268,                0.62706,                0.35693,                0.88603,                0.99867,                      1,                  0.995,                0.88813,                0.52641,                 0.2954,                0.85513,              0.0002444,              0.0002444,              0.0002444
                    269,                 0.6453,                0.37283,                0.89611,                0.99867,                      1,                  0.995,                0.88813,                0.52641,                 0.2954,                0.85513,              0.0002378,              0.0002378,              0.0002378
                    270,                0.65138,                0.40022,                0.88969,                0.99866,                      1,                  0.995,                0.88552,                0.52516,                0.29429,                0.85431,              0.0002312,              0.0002312,              0.0002312
                    271,                0.69529,                0.38961,                0.88239,                0.99866,                      1,                  0.995,                0.88552,                0.52516,                0.29429,                0.85431,              0.0002246,              0.0002246,              0.0002246
                    272,                0.64485,                 0.3637,                0.91851,                0.99865,                      1,                  0.995,                 0.8865,                0.52306,                 0.2943,                0.85374,               0.000218,               0.000218,               0.000218
                    273,                0.67059,                0.37173,                0.91047,                0.99865,                      1,                  0.995,                 0.8865,                0.52306,                 0.2943,                0.85374,              0.0002114,              0.0002114,              0.0002114
                    274,                0.63717,                0.35535,                0.87742,                0.99863,                      1,                  0.995,                0.89638,                0.51828,                0.29365,                0.85237,              0.0002048,              0.0002048,              0.0002048
                    275,                0.59502,                0.35181,                0.89468,                0.99863,                      1,                  0.995,                0.89638,                0.51828,                0.29365,                0.85237,              0.0001982,              0.0001982,              0.0001982
                    276,                0.67111,                0.38554,                 0.9077,                0.99862,                      1,                  0.995,                0.89486,                0.51271,                0.29211,                0.85119,              0.0001916,              0.0001916,              0.0001916
                    277,                0.60772,                 0.3442,                0.89998,                0.99862,                      1,                  0.995,                0.89486,                0.51271,                0.29211,                0.85119,               0.000185,               0.000185,               0.000185
                    278,                0.62902,                0.36989,                0.90274,                0.99861,                      1,                  0.995,                  0.892,                0.50592,                0.28978,                 0.8498,              0.0001784,              0.0001784,              0.0001784
                    279,                0.67205,                0.39002,                0.91202,                0.99861,                      1,                  0.995,                  0.892,                0.50592,                0.28978,                 0.8498,              0.0001718,              0.0001718,              0.0001718
                    280,                0.66835,                0.38144,                0.89762,                0.99862,                      1,                  0.995,                0.89609,                0.50047,                0.28739,                0.84862,              0.0001652,              0.0001652,              0.0001652
                    281,                0.59327,                0.33903,                0.90196,                0.99862,                      1,                  0.995,                0.89609,                0.50047,                0.28739,                0.84862,              0.0001586,              0.0001586,              0.0001586
                    282,                0.63368,                0.36331,                0.89557,                0.99862,                      1,                  0.995,                0.89601,                0.49534,                0.28595,                0.84721,               0.000152,               0.000152,               0.000152
                    283,                0.58143,                0.36295,                0.82818,                0.99862,                      1,                  0.995,                0.89601,                0.49534,                0.28595,                0.84721,              0.0001454,              0.0001454,              0.0001454
                    284,                0.68421,                0.38816,                0.90479,                0.99861,                      1,                  0.995,                0.90799,                0.49051,                0.28537,                0.84596,              0.0001388,              0.0001388,              0.0001388
                    285,                0.66565,                0.37181,                0.90883,                0.99861,                      1,                  0.995,                0.90799,                0.49051,                0.28537,                0.84596,              0.0001322,              0.0001322,              0.0001322
                    286,                0.61742,                0.35297,                0.90797,                0.99861,                      1,                  0.995,                0.90965,                0.48712,                0.28414,                 0.8452,              0.0001256,              0.0001256,              0.0001256
                    287,                0.62846,                0.36017,                0.87924,                0.99861,                      1,                  0.995,                0.90965,                0.48712,                0.28414,                 0.8452,               0.000119,               0.000119,               0.000119
                    288,                 0.6387,                0.39489,                0.87626,                0.99859,                      1,                  0.995,                0.91051,                0.48523,                0.28275,                0.84463,              0.0001124,              0.0001124,              0.0001124
                    289,                0.61998,                0.36044,                0.90567,                0.99859,                      1,                  0.995,                0.91051,                0.48523,                0.28275,                0.84463,              0.0001058,              0.0001058,              0.0001058
                    290,                0.68203,                0.40268,                0.89442,                0.99861,                      1,                  0.995,                0.91312,                0.48583,                0.28226,                0.84451,               9.92e-05,               9.92e-05,               9.92e-05
                    291,                0.55137,                0.34014,                0.85278,                0.99861,                      1,                  0.995,                0.91312,                0.48583,                0.28226,                0.84451,               9.26e-05,               9.26e-05,               9.26e-05
                    292,                0.59735,                0.37165,                0.83655,                0.99859,                      1,                  0.995,                0.90998,                0.48791,                0.28221,                0.84478,                8.6e-05,                8.6e-05,                8.6e-05
                    293,                0.59623,                0.38079,                 0.8492,                0.99859,                      1,                  0.995,                0.90998,                0.48791,                0.28221,                0.84478,               7.94e-05,               7.94e-05,               7.94e-05
                    294,                0.51238,                0.32662,                0.83107,                0.99858,                      1,                  0.995,                0.91313,                0.49009,                0.28383,                0.84493,               7.28e-05,               7.28e-05,               7.28e-05
                    295,                0.52026,                  0.327,                0.81901,                0.99858,                      1,                  0.995,                0.91313,                0.49009,                0.28383,                0.84493,               6.62e-05,               6.62e-05,               6.62e-05
                    296,                0.61837,                0.36722,                0.85724,                0.99856,                      1,                  0.995,                 0.8994,                0.49418,                0.28585,                0.84532,               5.96e-05,               5.96e-05,               5.96e-05
                    297,                0.62177,                0.39984,                0.86332,                0.99856,                      1,                  0.995,                 0.8994,                0.49418,                0.28585,                0.84532,                5.3e-05,                5.3e-05,                5.3e-05
                    298,                0.65231,                0.38495,                 0.8656,                0.99851,                      1,                  0.995,                0.89893,                0.49789,                0.28648,                0.84592,               4.64e-05,               4.64e-05,               4.64e-05
                    299,                 0.5576,                0.34829,                0.83405,                0.99851,                      1,                  0.995,                0.89893,                0.49789,                0.28648,                0.84592,               3.98e-05,               3.98e-05,               3.98e-05
                    300,                0.56588,                0.33235,                0.84585,                0.99848,                      1,                  0.995,                0.89816,                0.49999,                0.28705,                0.84623,               3.32e-05,               3.32e-05,               3.32e-05
